"location","sd","hd","genotype","id","block","mean_DL","mean_PP","mean_Rad","mean_SWE","mean_Tmax","mean_Tmin","mean_VPD","mean_Tmean","mean_ET0_HS","mean_DT","mean_TT","total_GDD"
"oa",2022-09-29,2023-07-24,"g3","OAC Moon",2,11.7141455871423,2.79110367892977,12.7287503640161,28.8304013377926,10.7971906354515,0.34933110367893,0.772618394648829,5.57326086956522,2.20684414407845,10.4478595317726,4.71003344481605,421081.7
"oa",2022-09-29,2023-07-24,"g3","OAC Moon",3,11.7141455871423,2.79110367892977,12.7287503640161,28.8304013377926,10.7971906354515,0.34933110367893,0.772618394648829,5.57326086956522,2.20684414407845,10.4478595317726,4.71003344481605,421081.7
"oa",2022-09-29,2023-07-24,"g3","OAC Moon",4,11.7141455871423,2.79110367892977,12.7287503640161,28.8304013377926,10.7971906354515,0.34933110367893,0.772618394648829,5.57326086956522,2.20684414407845,10.4478595317726,4.71003344481605,421081.7
"pn",2022-10-02,2023-07-31,"g1","OAC Constellation",1,11.7965796754675,2.77237623762376,12.9289562892805,6.3346204620462,10.5467656765677,1.19920792079208,0.769644653465346,5.87298679867987,2.19977994847699,9.34755775577558,4.3442904290429,398844.96
"pn",2022-10-02,2023-07-31,"g1","OAC Constellation",2,11.7965796754675,2.77237623762376,12.9289562892805,6.3346204620462,10.5467656765677,1.19920792079208,0.769644653465346,5.87298679867987,2.19977994847699,9.34755775577558,4.3442904290429,398844.96
"pn",2022-10-02,2023-07-31,"g1","OAC Constellation",3,11.7965796754675,2.77237623762376,12.9289562892805,6.3346204620462,10.5467656765677,1.19920792079208,0.769644653465346,5.87298679867987,2.19977994847699,9.34755775577558,4.3442904290429,398844.96
"pn",2022-10-02,2023-07-31,"g1","OAC Constellation",4,11.7965796754675,2.77237623762376,12.9289562892805,6.3346204620462,10.5467656765677,1.19920792079208,0.769644653465346,5.87298679867987,2.19977994847699,9.34755775577558,4.3442904290429,398844.96
"pn",2022-10-02,2023-07-31,"g2","OAC Virgo",1,11.7965796754675,2.77237623762376,12.9289562892805,6.3346204620462,10.5467656765677,1.19920792079208,0.769644653465346,5.87298679867987,2.19977994847699,9.34755775577558,4.3442904290429,398844.96
"pn",2022-10-02,2023-07-31,"g2","OAC Virgo",2,11.7965796754675,2.77237623762376,12.9289562892805,6.3346204620462,10.5467656765677,1.19920792079208,0.769644653465346,5.87298679867987,2.19977994847699,9.34755775577558,4.3442904290429,398844.96
"pn",2022-10-02,2023-07-31,"g2","OAC Virgo",3,11.7965796754675,2.77237623762376,12.9289562892805,6.3346204620462,10.5467656765677,1.19920792079208,0.769644653465346,5.87298679867987,2.19977994847699,9.34755775577558,4.3442904290429,398844.96
"pn",2022-10-02,2023-07-31,"g2","OAC Virgo",4,11.7965796754675,2.77237623762376,12.9289562892805,6.3346204620462,10.5467656765677,1.19920792079208,0.769644653465346,5.87298679867987,2.19977994847699,9.34755775577558,4.3442904290429,398844.96
"pn",2022-10-02,2023-07-31,"g3","OAC Moon",1,11.7965796754675,2.77237623762376,12.9289562892805,6.3346204620462,10.5467656765677,1.19920792079208,0.769644653465346,5.87298679867987,2.19977994847699,9.34755775577558,4.3442904290429,398844.96
"pn",2022-10-02,2023-07-31,"g3","OAC Moon",2,11.7965796754675,2.77237623762376,12.9289562892805,6.3346204620462,10.5467656765677,1.19920792079208,0.769644653465346,5.87298679867987,2.19977994847699,9.34755775577558,4.3442904290429,398844.96
"pn",2022-10-02,2023-07-31,"g3","OAC Moon",3,11.7965796754675,2.77237623762376,12.9289562892805,6.3346204620462,10.5467656765677,1.19920792079208,0.769644653465346,5.87298679867987,2.19977994847699,9.34755775577558,4.3442904290429,398844.96
"pn",2022-10-02,2023-07-31,"g3","OAC Moon",4,11.7965796754675,2.77237623762376,12.9289562892805,6.3346204620462,10.5467656765677,1.19920792079208,0.769644653465346,5.87298679867987,2.19977994847699,9.34755775577558,4.3442904290429,398844.96
"wr",2022-09-30,2023-07-23,"g1","OAC Constellation",1,11.7071924990647,2.60077441077441,12.7644371895636,26.1405387205387,10.9907070707071,0.548922558922559,0.776657676767677,5.76981481481481,2.21702898723686,10.4417845117845,4.72065656565657,416404.395
"wr",2022-09-30,2023-07-23,"g1","OAC Constellation",2,11.7071924990647,2.60077441077441,12.7644371895636,26.1405387205387,10.9907070707071,0.548922558922559,0.776657676767677,5.76981481481481,2.21702898723686,10.4417845117845,4.72065656565657,416404.395
"wr",2022-09-30,2023-07-23,"g1","OAC Constellation",3,11.7071924990647,2.60077441077441,12.7644371895636,26.1405387205387,10.9907070707071,0.548922558922559,0.776657676767677,5.76981481481481,2.21702898723686,10.4417845117845,4.72065656565657,416404.395
"wr",2022-09-30,2023-07-23,"g1","OAC Constellation",4,11.7071924990647,2.60077441077441,12.7644371895636,26.1405387205387,10.9907070707071,0.548922558922559,0.776657676767677,5.76981481481481,2.21702898723686,10.4417845117845,4.72065656565657,416404.395
"wr",2022-09-30,2023-07-23,"g2","OAC Virgo",1,11.7071924990647,2.60077441077441,12.7644371895636,26.1405387205387,10.9907070707071,0.548922558922559,0.776657676767677,5.76981481481481,2.21702898723686,10.4417845117845,4.72065656565657,416404.395
"wr",2022-09-30,2023-07-23,"g2","OAC Virgo",2,11.7071924990647,2.60077441077441,12.7644371895636,26.1405387205387,10.9907070707071,0.548922558922559,0.776657676767677,5.76981481481481,2.21702898723686,10.4417845117845,4.72065656565657,416404.395
"wr",2022-09-30,2023-07-23,"g2","OAC Virgo",3,11.7071924990647,2.60077441077441,12.7644371895636,26.1405387205387,10.9907070707071,0.548922558922559,0.776657676767677,5.76981481481481,2.21702898723686,10.4417845117845,4.72065656565657,416404.395
"wr",2022-09-30,2023-07-23,"g2","OAC Virgo",4,11.7071924990647,2.60077441077441,12.7644371895636,26.1405387205387,10.9907070707071,0.548922558922559,0.776657676767677,5.76981481481481,2.21702898723686,10.4417845117845,4.72065656565657,416404.395
"wr",2022-09-30,2023-07-23,"g3","OAC Moon",1,11.7071924990647,2.60077441077441,12.7644371895636,26.1405387205387,10.9907070707071,0.548922558922559,0.776657676767677,5.76981481481481,2.21702898723686,10.4417845117845,4.72065656565657,416404.395
"wr",2022-09-30,2023-07-23,"g3","OAC Moon",2,11.7071924990647,2.60077441077441,12.7644371895636,26.1405387205387,10.9907070707071,0.548922558922559,0.776657676767677,5.76981481481481,2.21702898723686,10.4417845117845,4.72065656565657,416404.395
"wr",2022-09-30,2023-07-23,"g3","OAC Moon",3,11.7071924990647,2.60077441077441,12.7644371895636,26.1405387205387,10.9907070707071,0.548922558922559,0.776657676767677,5.76981481481481,2.21702898723686,10.4417845117845,4.72065656565657,416404.395
"wr",2022-09-30,2023-07-23,"g3","OAC Moon",4,11.7071924990647,2.60077441077441,12.7644371895636,26.1405387205387,10.9907070707071,0.548922558922559,0.776657676767677,5.76981481481481,2.21702898723686,10.4417845117845,4.72065656565657,416404.395
